,date,factor
0,2020-01-02,7174.63
1,2020-01-03,7152.12
2,2020-01-06,7143.39
3,2020-01-07,7165.12
4,2020-01-08,7048.7
5,2020-01-09,7199.41
6,2020-01-10,7120.93
7,2020-01-13,7214.44
8,2020-01-14,7180.76
9,2020-01-15,7081.01
10,2020-01-16,7063.23
11,2020-01-17,7057.33
12,2020-01-20,7048.41
13,2020-01-21,6862.57
14,2020-01-22,6938.82
15,2020-01-23,6680.99
16,2020-02-03,6067.44
17,2020-02-04,6226.08
18,2020-02-05,6244.86
19,2020-02-06,6328.99
20,2020-02-07,6290.56
21,2020-02-10,6405.06
22,2020-02-11,6461.48
23,2020-02-12,6466.29
24,2020-02-13,6535.31
25,2020-02-14,6697.74
26,2020-02-17,6740.28
27,2020-02-18,6653.94
28,2020-02-19,6637.05
29,2020-02-20,6710.99
30,2020-02-21,6643.91
31,2020-02-24,6552.35
32,2020-02-25,6531.38
33,2020-02-26,6741.14
34,2020-02-27,6649.36
35,2020-02-28,6597.11
36,2020-03-02,6955.26
37,2020-03-03,6909.03
38,2020-03-04,7061.63
39,2020-03-05,7112.22
40,2020-03-06,6943.95
41,2020-03-09,6731.49
42,2020-03-10,6849.05
43,2020-03-11,6790.4
44,2020-03-12,6709.53
45,2020-03-13,6672.59
46,2020-03-16,6480.52
47,2020-03-17,6376.7
48,2020-03-18,6163.8
49,2020-03-19,6055.18
50,2020-03-20,6234.67
51,2020-03-23,6009.43
52,2020-03-24,6144.36
53,2020-03-25,6359.71
54,2020-03-26,6315.7
55,2020-03-27,6422.28
56,2020-03-30,6412.13
57,2020-03-31,6349.96
58,2020-04-01,6316.35
59,2020-04-02,6386.25
60,2020-04-03,6361.44
61,2020-04-07,6455.77
62,2020-04-08,6421.16
63,2020-04-09,6383.41
64,2020-04-10,6328.75
65,2020-04-13,6343.3
66,2020-04-14,6473.71
67,2020-04-15,6383.41
68,2020-04-16,6425.07
69,2020-04-17,6477.1
70,2020-04-20,6464.39
71,2020-04-21,6395.43
72,2020-04-22,6400.37
73,2020-04-23,6369.45
74,2020-04-24,6321.6
75,2020-04-27,6347.45
76,2020-04-28,6378.67
77,2020-04-29,6482.71
78,2020-04-30,6505.32
79,2020-05-06,6457.69
80,2020-05-07,6401.18
81,2020-05-08,6460.29
82,2020-05-11,6451.65
83,2020-05-12,6397.88
84,2020-05-13,6400.68
85,2020-05-14,6316.27
86,2020-05-15,6323.7
87,2020-05-18,6378.27
88,2020-05-19,6365.91
89,2020-05-20,6308.32
90,2020-05-21,6268.17
91,2020-05-22,6163.47
92,2020-05-25,6236.39
93,2020-05-26,6261.59
94,2020-05-27,6270.68
95,2020-05-28,6294.94
96,2020-05-29,6153.54
97,2020-06-01,6317.92
98,2020-06-02,6428.38
99,2020-06-03,6406.33
100,2020-06-04,6369.19
101,2020-06-05,6342.23
102,2020-06-08,6370.64
103,2020-06-09,6388.0
104,2020-06-10,6317.5
105,2020-06-11,6238.8
106,2020-06-12,6226.54
