,date,factor
0,2020-01-02,4028.86
1,2020-01-03,4125.08
2,2020-01-06,4286.01
3,2020-01-07,4221.23
4,2020-01-08,4245.04
5,2020-01-09,4169.46
6,2020-01-10,4106.15
7,2020-01-13,4118.42
8,2020-01-14,4144.61
9,2020-01-15,4107.27
10,2020-01-16,4068.11
11,2020-01-17,4069.68
12,2020-01-20,4066.57
13,2020-01-21,4024.9
14,2020-01-22,4011.2
15,2020-01-23,3885.99
16,2020-02-03,3556.87
17,2020-02-04,3507.18
18,2020-02-05,3575.31
19,2020-02-06,3653.57
20,2020-02-07,3644.49
21,2020-02-10,3712.54
22,2020-02-11,3692.23
23,2020-02-12,3737.07
24,2020-02-13,3706.3
25,2020-02-14,3693.93
26,2020-02-17,3787.59
27,2020-02-18,3817.6
28,2020-02-19,3809.26
29,2020-02-20,3865.16
30,2020-02-21,3895.27
31,2020-02-24,3876.54
32,2020-02-25,3808.32
33,2020-02-26,3814.46
34,2020-02-27,3807.5
35,2020-02-28,3703.44
36,2020-03-02,3816.62
37,2020-03-03,3856.98
38,2020-03-04,3885.18
39,2020-03-05,3969.64
40,2020-03-06,4016.73
41,2020-03-09,3903.13
42,2020-03-10,3916.54
43,2020-03-11,3886.3
44,2020-03-12,3766.85
45,2020-03-13,3714.83
46,2020-03-16,3639.48
47,2020-03-17,3587.96
48,2020-03-18,3508.49
49,2020-03-19,3474.0
50,2020-03-20,3552.4
51,2020-03-23,3442.2
52,2020-03-24,3508.6
53,2020-03-25,3563.32
54,2020-03-26,3520.01
55,2020-03-27,3527.41
56,2020-03-30,3451.6
57,2020-03-31,3497.49
58,2020-04-01,3450.18
59,2020-04-02,3619.23
60,2020-04-03,3579.43
61,2020-04-07,3665.14
62,2020-04-08,3640.52
63,2020-04-09,3667.76
64,2020-04-10,3573.4
65,2020-04-13,3598.21
66,2020-04-14,3644.99
67,2020-04-15,3581.31
68,2020-04-16,3578.29
69,2020-04-17,3559.72
70,2020-04-20,3553.65
71,2020-04-21,3540.98
72,2020-04-22,3527.58
73,2020-04-23,3605.72
74,2020-04-24,3470.0
75,2020-04-27,3416.36
76,2020-04-28,3287.17
77,2020-04-29,3284.38
78,2020-04-30,3356.35
79,2020-05-06,3407.84
80,2020-05-07,3374.65
81,2020-05-08,3407.83
82,2020-05-11,3390.9
83,2020-05-12,3361.85
84,2020-05-13,3351.98
85,2020-05-14,3318.75
86,2020-05-15,3302.5
87,2020-05-18,3301.48
88,2020-05-19,3317.57
89,2020-05-20,3291.52
90,2020-05-21,3290.27
91,2020-05-22,3222.45
92,2020-05-25,3203.51
93,2020-05-26,3234.6
94,2020-05-27,3221.02
95,2020-05-28,3214.07
96,2020-05-29,3224.49
97,2020-06-01,3275.09
98,2020-06-02,3333.93
99,2020-06-03,3337.53
100,2020-06-04,3343.14
101,2020-06-05,3366.45
102,2020-06-08,3422.43
103,2020-06-09,3426.95
104,2020-06-10,3385.17
105,2020-06-11,3360.35
106,2020-06-12,3357.5
107,2020-06-15,3338.76
108,2020-06-16,3385.05
109,2020-06-17,3395.1
110,2020-06-18,3422.16
111,2020-06-19,3417.26
112,2020-06-22,3409.24
113,2020-06-23,3380.14
114,2020-06-24,3384.56
115,2020-06-29,3336.63
116,2020-06-30,3361.49
117,2020-07-01,3363.99
118,2020-07-02,3435.03
119,2020-07-03,3499.89
120,2020-07-06,3649.02
121,2020-07-07,3649.58
122,2020-07-08,3697.88
123,2020-07-09,3815.44
124,2020-07-10,3748.2
125,2020-07-13,3864.6
126,2020-07-14,3852.41
127,2020-07-15,3781.54
128,2020-07-16,3631.89
129,2020-07-17,3624.67
130,2020-07-20,3760.94
131,2020-07-21,3756.41
132,2020-07-22,3840.71
133,2020-07-23,3797.19
134,2020-07-24,3701.66
135,2020-07-27,3681.37
136,2020-07-28,3727.75
137,2020-07-29,3787.61
138,2020-07-30,3817.34
139,2020-07-31,3829.57
140,2020-08-03,3919.31
141,2020-08-04,3890.2
142,2020-08-05,3939.42
143,2020-08-06,3937.78
144,2020-08-07,3887.49
145,2020-08-10,3932.86
146,2020-08-11,3877.79
147,2020-08-12,3895.68
148,2020-08-13,3924.83
149,2020-08-14,3918.96
150,2020-08-17,3983.38
151,2020-08-18,3996.21
152,2020-08-19,3948.48
153,2020-08-20,3899.16
154,2020-08-21,3893.24
155,2020-08-24,3914.15
156,2020-08-25,3896.5
157,2020-08-26,3854.49
158,2020-08-27,3864.51
159,2020-08-28,3863.91
160,2020-08-31,3881.89
161,2020-09-01,3899.96
162,2020-09-02,3907.89
163,2020-09-03,3862.63
164,2020-09-04,3878.33
165,2020-09-07,3820.52
166,2020-09-08,3874.54
167,2020-09-09,3808.07
168,2020-09-10,3662.72
169,2020-09-11,3700.15
170,2020-09-14,3736.29
171,2020-09-15,3749.33
172,2020-09-16,3758.38
173,2020-09-17,3761.05
174,2020-09-18,3793.53
175,2020-09-21,3773.14
176,2020-09-22,3709.98
177,2020-09-23,3726.22
178,2020-09-24,3639.29
179,2020-09-25,3632.11
180,2020-09-28,3577.21
181,2020-09-29,3593.91
182,2020-09-30,3569.74
183,2020-10-09,3669.25
184,2020-10-12,3754.65
185,2020-10-13,3756.33
186,2020-10-14,3753.23
187,2020-10-15,3738.35
188,2020-10-16,3767.12
189,2020-10-19,3751.69
190,2020-10-20,3758.5
191,2020-10-21,3721.1
192,2020-10-22,3694.2
193,2020-10-23,3677.7
194,2020-10-26,3661.99
195,2020-10-27,3653.05
196,2020-10-28,3640.79
197,2020-10-29,3595.69
198,2020-10-30,3512.15
199,2020-11-02,3496.35
200,2020-11-03,3566.52
201,2020-11-04,3571.9
202,2020-11-05,3597.38
203,2020-11-06,3574.76
204,2020-11-09,3618.06
205,2020-11-10,3694.69
206,2020-11-11,3676.83
207,2020-11-12,3673.54
208,2020-11-13,3644.63
209,2020-11-16,3725.26
210,2020-11-17,3724.92
211,2020-11-18,3730.58
212,2020-11-19,3712.8
213,2020-11-20,3727.52
214,2020-11-23,3798.29
215,2020-11-24,3880.75
216,2020-11-25,3870.97
217,2020-11-26,3782.42
218,2020-11-27,3756.97
219,2020-11-30,3728.74
220,2020-12-01,3742.69
221,2020-12-02,3742.29
222,2020-12-03,3782.31
223,2020-12-04,3789.78
224,2020-12-07,3726.65
225,2020-12-08,3701.36
226,2020-12-09,3650.2
227,2020-12-10,3658.71
228,2020-12-11,3638.82
229,2020-12-14,3617.54
230,2020-12-15,3579.34
231,2020-12-16,3547.3
232,2020-12-17,3612.57
233,2020-12-18,3610.94
234,2020-12-21,3597.86
235,2020-12-22,3495.5
236,2020-12-23,3510.39
237,2020-12-24,3483.71
238,2020-12-25,3545.28
239,2020-12-28,3469.08
240,2020-12-29,3462.35
241,2020-12-30,3478.66
242,2020-12-31,3499.29
243,2021-01-04,3520.59
244,2021-01-05,3458.47
245,2021-01-06,3547.1
246,2021-01-07,3463.93
247,2021-01-08,3448.94
248,2021-01-11,3388.49
249,2021-01-12,3406.39
250,2021-01-13,3399.7
251,2021-01-14,3388.33
252,2021-01-15,3420.4
253,2021-01-18,3460.45
254,2021-01-19,3482.36
255,2021-01-20,3467.56
256,2021-01-21,3473.49
257,2021-01-22,3416.13
258,2021-01-25,3346.49
259,2021-01-26,3314.55
260,2021-01-27,3330.26
261,2021-01-28,3323.81
262,2021-01-29,3259.93
263,2021-02-01,3272.73
264,2021-02-02,3290.01
265,2021-02-03,3316.55
266,2021-02-04,3312.54
267,2021-02-05,3272.95
268,2021-02-08,3293.72
269,2021-02-09,3337.6
270,2021-02-10,3337.02
271,2021-02-18,3484.01
272,2021-02-19,3555.1
273,2021-02-22,3689.62
274,2021-02-23,3701.16
275,2021-02-24,3625.29
276,2021-02-25,3605.77
277,2021-02-26,3557.06
278,2021-03-01,3609.99
279,2021-03-02,3530.97
280,2021-03-03,3588.83
281,2021-03-04,3687.67
282,2021-03-05,3754.32
283,2021-03-08,3778.97
284,2021-03-09,3631.69
285,2021-03-10,3555.1
286,2021-03-11,3621.99
287,2021-03-12,3638.9
288,2021-03-15,3666.11
289,2021-03-16,3665.43
290,2021-03-17,3671.95
291,2021-03-18,3644.8
292,2021-03-19,3568.7
293,2021-03-22,3632.87
294,2021-03-23,3565.65
295,2021-03-24,3520.13
296,2021-03-25,3521.12
297,2021-03-26,3545.23
298,2021-03-29,3649.86
299,2021-03-30,3661.84
300,2021-03-31,3636.34
301,2021-04-01,3596.96
302,2021-04-02,3565.34
303,2021-04-06,3620.18
304,2021-04-07,3657.72
305,2021-04-08,3620.35
306,2021-04-09,3642.0
307,2021-04-12,3614.61
308,2021-04-13,3550.37
309,2021-04-14,3578.71
310,2021-04-15,3587.27
311,2021-04-16,3642.53
312,2021-04-19,3649.28
313,2021-04-20,3626.46
314,2021-04-21,3578.49
315,2021-04-22,3573.88
316,2021-04-23,3534.55
317,2021-04-26,3514.91
318,2021-04-27,3495.08
319,2021-04-28,3498.39
320,2021-04-29,3489.04
321,2021-04-30,3469.63
322,2021-05-06,3558.94
323,2021-05-07,3619.88
324,2021-05-10,3734.2
325,2021-05-11,3668.73
326,2021-05-12,3753.35
327,2021-05-13,3716.58
328,2021-05-14,3703.01
329,2021-05-17,3656.91
330,2021-05-18,3791.8
331,2021-05-19,3730.87
332,2021-05-20,3665.34
333,2021-05-21,3693.24
334,2021-05-24,3688.12
335,2021-05-25,3704.96
336,2021-05-26,3699.46
337,2021-05-27,3700.32
338,2021-05-28,3694.89
339,2021-05-31,3711.78
340,2021-06-01,3770.05
341,2021-06-02,3837.63
342,2021-06-03,3853.38
343,2021-06-04,3790.1
344,2021-06-07,3820.26
345,2021-06-08,3801.27
346,2021-06-09,3921.95
347,2021-06-10,3866.18
348,2021-06-11,3931.03
349,2021-06-15,3874.89
350,2021-06-16,3942.17
351,2021-06-17,3877.16
352,2021-06-18,3812.37
353,2021-06-21,3825.26
354,2021-06-22,3928.79
355,2021-06-23,3899.61
356,2021-06-24,3876.29
357,2021-06-25,3884.67
358,2021-06-28,3849.25
359,2021-06-29,3813.86
360,2021-06-30,3803.48
361,2021-07-01,3734.41
362,2021-07-02,3763.14
363,2021-07-05,3797.89
364,2021-07-06,3828.08
365,2021-07-07,3799.47
366,2021-07-08,3754.2
367,2021-07-09,3797.12
368,2021-07-12,3797.32
369,2021-07-13,3820.64
370,2021-07-14,3804.09
371,2021-07-15,3745.51
372,2021-07-16,3750.12
373,2021-07-19,3713.12
374,2021-07-20,3685.32
375,2021-07-21,3701.65
376,2021-07-22,3734.79
377,2021-07-23,3704.46
378,2021-07-26,3640.64
379,2021-07-27,3632.63
380,2021-07-28,3532.59
381,2021-07-29,3567.47
382,2021-07-30,3581.66
383,2021-08-02,3629.5
384,2021-08-03,3628.61
385,2021-08-04,3665.09
386,2021-08-05,3644.14
387,2021-08-06,3658.46
388,2021-08-09,3697.93
389,2021-08-10,3762.39
390,2021-08-11,3803.37
391,2021-08-12,3829.69
392,2021-08-13,3829.54
393,2021-08-16,3882.65
394,2021-08-17,3780.41
395,2021-08-18,3840.13
396,2021-08-19,3775.39
397,2021-08-20,3765.02
398,2021-08-23,3891.47
399,2021-08-24,3962.23
400,2021-08-25,4007.16
401,2021-08-26,4021.4
402,2021-08-27,4071.25
403,2021-08-30,4123.85
404,2021-08-31,4159.57
405,2021-09-01,4128.64
406,2021-09-02,4230.48
407,2021-09-03,4249.98
408,2021-09-06,4372.35
409,2021-09-07,4487.88
410,2021-09-08,4503.68
411,2021-09-09,4729.74
412,2021-09-10,4577.49
413,2021-09-13,4679.84
414,2021-09-14,4705.34
415,2021-09-15,4870.2
416,2021-09-16,4814.96
417,2021-09-17,4814.43
418,2021-09-22,4879.71
419,2021-09-23,4738.21
420,2021-09-24,4656.38
421,2021-09-27,4509.11
422,2021-09-28,4812.11
423,2021-09-29,4482.1
424,2021-09-30,4540.31
425,2021-10-08,4794.25
426,2021-10-11,4699.22
427,2021-10-12,4542.84
428,2021-10-13,4360.92
429,2021-10-14,4366.56
430,2021-10-15,4360.89
431,2021-10-18,4496.12
432,2021-10-19,4537.09
433,2021-10-20,4459.71
434,2021-10-21,4460.21
435,2021-10-22,4320.2
436,2021-10-25,4470.82
437,2021-10-26,4450.78
438,2021-10-27,4346.38
439,2021-10-28,4138.59
440,2021-10-29,4181.32
441,2021-11-01,4195.38
442,2021-11-02,4080.61
443,2021-11-03,4093.48
444,2021-11-04,4118.21
445,2021-11-05,4036.43
446,2021-11-08,4094.2
447,2021-11-09,4093.33
448,2021-11-10,4090.14
449,2021-11-11,4100.54
450,2021-11-12,4144.46
451,2021-11-15,4196.65
452,2021-11-16,4201.24
453,2021-11-17,4255.7
454,2021-11-18,4230.15
455,2021-11-19,4312.53
456,2021-11-22,4316.52
457,2021-11-23,4379.41
458,2021-11-24,4407.63
459,2021-11-25,4379.64
460,2021-11-26,4352.28
461,2021-11-29,4291.21
462,2021-11-30,4329.38
463,2021-12-01,4418.74
464,2021-12-02,4382.35
465,2021-12-03,4383.41
466,2021-12-06,4357.15
467,2021-12-07,4397.32
468,2021-12-08,4440.09
469,2021-12-09,4465.82
470,2021-12-10,4443.78
471,2021-12-13,4502.81
472,2021-12-14,4478.75
473,2021-12-15,4474.91
474,2021-12-16,4618.78
475,2021-12-17,4623.3
476,2021-12-20,4565.98
477,2021-12-21,4641.67
478,2021-12-22,4708.5
479,2021-12-23,4710.72
480,2021-12-24,4635.25
481,2021-12-27,4630.46
482,2021-12-28,4646.17
483,2021-12-29,4674.19
484,2021-12-30,4698.34
485,2021-12-31,4738.94
486,2022-01-04,4815.93
487,2022-01-05,4876.39
488,2022-01-06,4901.84
489,2022-01-07,4942.36
490,2022-01-10,4893.18
491,2022-01-11,4828.56
492,2022-01-12,4867.85
493,2022-01-13,4867.04
494,2022-01-14,4734.54
495,2022-01-17,4759.87
496,2022-01-18,4713.84
497,2022-01-19,4726.84
498,2022-01-20,4575.09
499,2022-01-21,4529.4
500,2022-01-24,4528.12
501,2022-01-25,4354.95
502,2022-01-26,4423.35
503,2022-01-27,4334.87
504,2022-01-28,4392.23
505,2022-02-07,4579.95
506,2022-02-08,4654.29
507,2022-02-09,4651.72
508,2022-02-10,4637.94
509,2022-02-11,4616.89
510,2022-02-14,4618.83
511,2022-02-15,4548.87
512,2022-02-16,4567.45
513,2022-02-17,4554.12
514,2022-02-18,4593.69
515,2022-02-21,4635.24
516,2022-02-22,4744.04
517,2022-02-23,4725.0
518,2022-02-24,4836.12
519,2022-02-25,4786.99
520,2022-02-28,4819.44
521,2022-03-01,4793.8
522,2022-03-02,4922.04
523,2022-03-03,5095.54
524,2022-03-04,4894.23
525,2022-03-07,4843.83
526,2022-03-08,4696.34
527,2022-03-09,4588.84
528,2022-03-10,4581.46
529,2022-03-11,4572.62
530,2022-03-14,4423.52
531,2022-03-15,4118.51
532,2022-03-16,4247.31
533,2022-03-17,4298.56
534,2022-03-18,4368.51
535,2022-03-21,4395.53
536,2022-03-22,4477.11
537,2022-03-23,4482.18
538,2022-03-24,4444.27
539,2022-03-25,4436.45
540,2022-03-28,4449.34
541,2022-03-29,4407.41
542,2022-03-30,4400.85
543,2022-03-31,4400.01
544,2022-04-01,4402.96
545,2022-04-06,4485.99
546,2022-04-07,4438.79
547,2022-04-08,4424.9
548,2022-04-11,4315.61
549,2022-04-12,4372.01
