augur_001,augur_002,augur_003,augur_004,augur_005,augur_006,augur_007,augur_008,augur_009,augur_0010,augur_0011,augur_0012,augur_0014,augur_0015,augur_0019,augur_0042,augur_0043,augur_0045
0.4472135954999581,0.0765864978757264,0.07675213219617291,1.1506556732839606,0.8429097531158891,-3.271404069741223,0.0,1.2025369259938474,0.7952229432097789,0.04592461552488022,0.798433747759332,0.8775371315626865,1.188034073380838,0.9849609882726771,0.49101354191207847,0.7820940550806554,0.581339048631807,0.9617864226009097
0.4082482904638631,0.0057444985151726335,0.005897857286115303,1.1322251106524708,0.8192485194543928,-2.0384575460548073,0.0,1.0543044421630614,0.5873207600237509,0.20825536600861458,1.2491650921973174,1.0538461182597747,1.0934491580823038,1.1025560940187127,0.6148538410036344,-0.05651651920808389,0.48655323687168317,1.0027584552950048
0.37796447300922725,0.21919905204711518,0.2193755912795591,1.003805942365038,0.7974932904997926,-1.8239348349848672,0.0,1.0472638696111622,0.3132548564101405,0.21966711653524776,1.4709444268391405,1.1043394479517683,1.1184244106512058,1.3168110144455298,0.5172374447582894,0.648002871298341,0.5850832329120605,0.9708469593117449
-0.4500372300281333,0.4035939691162845,0.4037791507644526,0.9249835781516026,0.7773999703979971,-1.547834322434007,0.0,1.0862377797117337,0.2467369263121108,0.6132254454791705,1.1714835299810484,0.9896743093668966,0.7970818292367643,1.2618995045108157,0.19360471627143028,0.4942437594496697,0.20274592569083139,0.9418291605602741
-2.301564449141665,-0.9372588347806271,-0.9372802653292022,0.6236217050520549,0.28422897570862277,0.5127161001803002,0.0,0.8644929822648957,0.8576783573564816,-0.2792075694625705,0.5924034564509413,0.8192711704470058,0.8622777224375989,1.1424489977531784,0.219443865509052,0.680642998358003,-0.4507386927715924,0.7392409959245461
-1.7502216647221402,-0.6185463818039955,-0.6185141034219505,0.6766451648600313,0.306721265372308,0.503070491766637,0.0,1.03044405141352,0.5678573124003728,-0.13585587803040625,0.7033800078952074,0.7431299511830106,0.7161819365347715,1.0345311090846685,0.1829557847822413,0.10786236149185958,0.17953856475814572,0.15933869269577738
-2.1979955903164017,-1.3440989898748514,-1.3441726348010075,-0.1563741597041017,-0.6590813283723139,0.49395269639877054,0.0,0.35515606133378075,0.40092117594718335,-0.9993039925135603,-0.1297768583476975,-0.2754373616653582,-0.22517611348915997,0.7488565115885324,-0.3237149582742832,-0.6461517473983409,-1.2629730358431341,0.3134042685066796
-1.40354632734799,0.7374493383941431,0.7376245530898152,0.5909221933728741,0.0039925805156026195,0.48531606165315094,0.0,0.8863275876358817,1.4461220083582877,-0.4361987272905309,0.02565945434843334,0.3211252375762393,0.37034242328713357,1.1334415228517054,0.23692748225326657,0.18011921925737887,1.038698675435911,-0.029228489374127056
-0.9135387402806875,-0.5907566841131143,-0.5907252834799523,0.7044876821478914,0.22963477347564085,0.47711952963388504,0.0,0.9838317268719993,1.258291121859452,0.26460121972036643,0.11476795310556591,0.49305474473555366,0.5212137056053429,0.9632106204740293,0.43385434562868774,-1.5982636948076117,0.37970903879972445,0.5077731331140009
-0.6250737349593866,0.1339075522187451,0.13405764821760094,0.8265535831421036,0.31131814555950615,0.4693268008902342,0.0,0.9586872411040275,1.6336951207201356,0.3312441044425246,0.3212757546579716,0.672553807456902,0.7149710774993682,0.9842509043305443,0.5679661795176101,1.1047600503429875,0.23231489878595413,0.1327401117705674
0.037923036823902016,-0.36407897753561835,-0.36400949748288947,1.309300250233643,0.5561453120069144,0.46190564641574067,0.0,0.9353923815776756,1.6912311925335999,0.8089158949259925,0.44996117975051664,1.0419293171335824,1.258193752795682,1.0512854817461643,0.9781046473387556,0.30809536818984345,0.4403387565707844,0.5758674057096101
-0.206025189406344,-0.073587489108199,-0.0734697902495523,0.887707578756239,0.49355849815352126,0.4548273376586953,0.0,0.7756380344561954,1.1712671796366403,0.8144019805202621,0.5564392828956074,0.9172119298282108,1.275268625308254,1.0239854952299758,1.183656440135925,0.149681637872005,-0.01622885923458967,0.3474129189168119
-1.4406679458465037,-1.308410889091938,-1.3084888941993869,0.0536753368462598,-0.22070574027604417,0.4480661713128927,0.0,0.4332486924956245,0.5551867722169699,0.09103757993336342,-0.15406313959060094,0.0923236551937698,0.8390982361120266,0.9263705933730676,0.5911077341117643,0.4003159264059163,-0.8665508673977328,0.47209465407720147
-0.7531766063586154,1.0981501578532118,1.098275112764322,0.5559080600384718,0.23679782590017165,0.1090393585314262,0.0,0.49360648058423967,0.8751207699729124,0.1786278958647944,-0.17953470923631867,0.3930448338952878,0.873773941354968,0.7382405400341859,0.6492936491527868,-0.16163694746360605,0.5821909061685424,0.4574690107378461
-1.0816305365457592,-0.9845143879495032,-0.984554040492034,0.22625190296360229,-0.011173590816156652,0.4446085458359156,0.0,0.4163305535580974,0.6934484481602032,-0.2792396783603623,-0.09357763192476383,0.2113224903872265,0.577535171721552,0.5845367567849166,0.4847945537414856,-1.1194642443884995,-0.22600024786110984,0.3088080402327899
-1.4258625218088234,-0.6409905467051131,-0.6409781327796364,-0.24288728263913842,-0.37697897224432236,0.43850157276058915,0.0,-0.04518994156565834,0.45204822262588107,-1.1410714847042362,-0.588363728391608,-0.2857129535733019,0.08311174254086903,0.10592280446627955,-0.14140553392291608,0.6276979191174341,-0.4535426699588351,-0.13526791313951084
-1.4424347822233643,1.2434335136611843,1.243520859896914,-0.5765960862273232,-0.5338723348299425,0.007824573472693865,0.0,-0.1173972633346179,0.33940745610942596,-1.6270941620232402,-1.0011295902880546,-0.6062918949407028,-0.19683864696554756,-0.4231765089753934,-0.41261060664396076,-0.4063594554520705,-0.3147854895332403,0.12055989625653066
-1.0827892938874815,-1.5354929201267762,-1.5355667674888838,-1.5539054967836308,-1.3696912298489832,0.07955453077262642,0.0,-0.6934777150442787,-0.22755671864524937,-2.252400479595258,-1.251484466289165,-1.1762299666301812,-0.6472322600538379,-0.8291685390689851,-0.8024080865134872,-0.6409108263825137,-1.0434363548777261,0.09876777435090263
-0.9865028637031714,-0.16234669357481246,-0.16249714476044896,-1.5997593547393947,-1.3703868870041755,-0.06661883844353997,0.0,-0.7083450447378293,-0.531405998860509,-2.085770401310486,-1.3418542645774754,-1.2794652286544457,-0.6472976358358985,-1.0876549974465737,-1.0554244864608717,-0.39318475756298543,-0.034368112305467435,-0.3309348759609381
-0.5918105263826212,-0.6455356149609418,-0.6457542543605982,-1.6579068881260268,-1.570224167483262,-0.029172965469642324,0.0,-0.5852688597238856,-1.145778049071979,-2.210325357849573,-1.303361309463052,-1.5212975919794463,-0.9278492399256061,-1.2994450133404922,-1.434603849027414,-1.232150301012974,-0.33411233317700284,-0.332692259732402
-0.8746763051564559,0.508084025857773,0.5080762392054872,-1.5961739749064907,-1.3492078616630296,0.26821546842698574,0.0,-0.581600414150463,-1.3917709235066358,-2.1230017707679973,-1.2680206661267546,-1.4705757925581695,-0.624464144834146,-1.3283016273232813,-1.3971544838892724,-0.10812057960618723,0.36380039548736015,-0.5694795479975259
-1.0785017645612027,0.16757522101609756,0.16749958406711166,-1.2520250931490695,-1.1649314475525196,0.45224835820118225,0.0,-0.4147417587738206,-0.847979440591669,-1.3646004842076116,-0.7717889924388905,-1.1654537956730788,-0.4216520521255099,-1.1122161298010975,-0.9818270880946803,-0.4359356536062764,0.40580159201019583,-0.6944142558281027
0.061547179082769174,-0.44389310920445446,-0.44408637620190095,-1.5606223789010552,-1.8009347235085238,0.4468642608872216,0.0,-0.8608293920737983,-1.3783199589555204,-1.8844572403367434,-0.9514883395596105,-1.5874181661688813,-0.824126009991968,-1.6194852369413784,-1.380170167112948,0.29657322816954534,-1.0117342694659412,-0.6929876564610381
-0.5903166133466288,0.13833568070814664,0.13824261972702925,-1.1659352645846235,-1.447712431413953,0.4468642608872216,0.0,-0.3637422325236306,-1.0119215291266568,-1.3016863377990118,-0.08478070136827176,-1.147288364424797,-0.4729562412743289,-1.5164480883642018,-1.0290290211844026,0.3824924891333707,0.5730994705269797,-0.6226963893415932
